ID;Nome;Incorporadora;Bairro;Cidade;UF;Endereco;Status;Area_Min_m2;Area_Max_m2;Preco_Min;Preco_Max;Quartos;Suites;Vagas;Previsao_Entrega;Contato_Nome;Telefone;Email;WhatsApp;Comissao_PJ_%;Comissao_PF_%;Total_Unidades;Andares;Unid_por_Andar;Estoque;Data_Lancamento;Descricao;Website;Qtd_Arquivos;Apresentacoes;Books;Folders;Tabelas;URL_Orulo
"71020";"Hauer Home";"Plenavista Incorporações";"";"";"";"Irmã Flávia Borlet";"Em construção";"58";"74";"449000";"";"";"";"";"";"Felipe";"(41) 99824-0459";"plenavista@hotmail.com";"(41) 99824-0459";"4";"4";"24";"";"";"7";"08/07/2025";"O Hauer Home entende que os pilares mais importantes de um bairro são as pessoas que ali criam raízes. Em um mundo onde a tecnologia nos mantém distantes um dos outros, é necessário valorizar o que ap";"";"2";"";"Hauer_Home_Book_Book_hauer_home.pdf";"";"Hauer_Home_Tabela_tabela_hauer_home_abril_2026.pdf";"https://www.orulo.com.br/buildings/71020"
"71186";"Naví Garcia";"ACKL Empreendimentos";"";"";"";"Anne Frank";"Em construção";"29.33";"115.71";"277229.86";"";"";"";"";"";"Cristiano Ulsan";"(41) 991521960";"inc.ackl@gmail.com";"(41) 991521960";"5";"5";"20";"";"";"16";"01/08/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"Nav_Garcia_Book_Book_navi_garcia_2.pdf";"";"Nav_Garcia_Tabela_tabela_navi_garcia_marco_2026.pdf";"https://www.orulo.com.br/buildings/71186"
"71231";"Bosque do Parque - Breve Lançamento";"B3P Incorporadora";"";"";"";"Catharina Potina de Mauro";"Em construção";"153";"214";"0.1";"";"";"";"";"";"Luiza";"(41) 99147-0529";"contatob3p@gmail.com";"(41) 99147-0529";"4";"4";"41";"";"";"41";"01/07/2026";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"";"";"";"";"";"https://www.orulo.com.br/buildings/71231"
"71429";"Zahi";"Laguna";"";"";"";"Presidente Taunay";"Em construção";"219.69";"654.99";"5039993";"";"";"";"";"";"Karen Bittencourt";"(41) 99840-3137";"";"(41) 99840-3137";"4";"";"28";"";"";"16";"01/04/2025";"Geometria elegante, contornos paralelos desenhados para acompanhar o ritmo do sol, iluminando cada instante do seu dia. Olhar por novos prismas. Explorar novos ângulos. Projetar com perfeição. Quando ";"";"3";"";"Zahi_Book_Book_zahi.pdf";"";"Zahi_Tabela_tabela_zahi_marco_2026.pdf";"https://www.orulo.com.br/buildings/71429"
"71430";"Sunset Água Verde 6";"Luna Incorporações";"";"";"";"João Antônio Xavier";"Em construção";"265.03";"298.06";"1694515";"";"";"";"";"";"Henrique ";"(41) 98851-3602";"";"(41) 98851-3602";"";"";"8";"";"";"4";"01/07/2025";"Sunset 6 – Abra as portas para um novo estilo de vida. Casas de alto padrão com rooftop, exclusividade e sofisticação no Água Verde. O Sunset 6 é o mais novo lançamento. E é um empreendimento criado s";"";"3";"Sunset_gua_Verde_6_Apresentação_Apresentacao_sunset_agua_verde_6.pdf";"";"";"Sunset_gua_Verde_6_Tabela_tabela_sunset_agua_verde_6_marco_2026.pdf";"https://www.orulo.com.br/buildings/71430"
"71480";"Hytte";"Vanguard PR";"";"";"";"Monsenhor Ivo Zanlorenzi";"Em construção";"82.52";"236.33";"1137010.41";"";"";"";"";"";"Alexandre Santos";"(41) 98738-2069";"";"(41) 98738-2069";"";"";"149";"";"";"63";"01/05/2025";"HYTTE é um refúgio em um dos bairros mais arborizados de Curitiba, o Ecoville. Um lugar cercado pelo verde, onde a arquitetura e a beleza dos cenários naturais coexistem, transformando ambientes em pa";"";"2";"Hytte_Apresentação_Apresentacao_hytte.pdf";"";"";"";"https://www.orulo.com.br/buildings/71480"
"71556";"Ária";"Gongra Construtora";"";"";"";"Rocha Pombo";"Em construção";"122.23";"394.99";"1529125";"";"";"";"";"";"Fernanda";"(41) 3366-2717";"engenharia@gongra.com.br";"(41) 3366-2717";"4.5";"2";"29";"";"";"27";"01/11/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"ria_Book_Book_aria.pdf";"";"ria_Tabela_tabela_aria_marco_2026.pdf";"https://www.orulo.com.br/buildings/71556"
"71657";"Zurich";"Alcance Engenharia";"";"";"";"Nicarágua";"Em construção";"23.43";"54.52";"248950";"";"";"";"";"";"Fernando";"(41) 98418-8359";"fernando@alcance.eng.br";"(41) 98418-8359";"";"";"53";"";"";"41";"01/06/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Zurich_Tabela_tabela_zurich_marco_2026.pdf";"https://www.orulo.com.br/buildings/71657"
"71711";"Duna House";"Valor Real";"";"";"";"Moyses Guelmann";"Em construção";"42";"60.78";"457526.09";"";"";"";"";"";"Jeferson   //     Maurício";"(41) 9944-4388    //    (41) 9843-8394";"";"(41) 9944-4388    //    (41) 9843-8394";"";"";"190";"";"";"38";"01/07/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"Duna_House_Apresentação_Apresentacao_duna_house.pdf";"";"";"Duna_House_Tabela_tabela_duna_house_marco_2026.pdf";"https://www.orulo.com.br/buildings/71711"
"71718";"Pine Blue";"MGA Construtora";"";"";"";"Francisco Raitani";"Em construção";"58.81";"61.67";"526315.79";"";"";"";"";"";"Hana Paula Petry";"(41) 98576-8857";"hana.petry@mmarruda.com.br";"(41) 98576-8857";"4";"4";"126";"";"";"113";"18/08/2025";"Localizado estrategicamente entre os bairros Pinheirinho e Capão Raso, o Pine Blue oferece uma combinação ideal de conveniência e qualidade de vida. Com torres de 26 andares e uma infraestrutura compl";"";"3";"Pine_Blue_Apresentação_Apresentacao_pine_blue_2.pdf";"";"";"Pine_Blue_Tabela_tabela_pine_blue_marco_2026.pdf";"https://www.orulo.com.br/buildings/71718"
"71776";"Bliss Cuore - Fase 1";"Incorporare";"";"";"";"Major Theolindo Ferreira Ribas";"Em construção";"62.21";"62.21";"546975";"";"";"";"";"";"Mandryk";"(41) 99922-9956";"comercial@andraderibeiro.com.br";"(41) 99922-9956";"";"";"64";"";"";"47";"08/08/2025";"O coração sente. Morar no Hauer é estar perto de tudo, com o sossego que a cidade nem sempre oferece. No Bliss Cuore, cada espaço acolhe, inspira e respeita o seu tempo. Aqui, o bem-estar pulsa em cad";"";"1";"";"";"";"Bliss_Cuore_-_Fase_1_Tabela_tabela_bliss_cuore_-_fase_1_abril_2026.pdf";"https://www.orulo.com.br/buildings/71776"
"71900";"Woods Hill";"Fort Building";"";"";"";"Florindo Gusso";"Em construção";"144.58";"144.58";"1650667.5";"";"";"";"";"";"Marcio Guimarães";"(41) 98769-1661";"comercial@fortbuiding.com.br";"(41) 98769-1661";"4";"3";"15";"";"";"8";"10/01/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"4";"Woods_Hill_Apresentação_Apresentacao_woods_hill_2.pdf";"";"";"Woods_Hill_Tabela_tabela_woods_hill_marco_2026.pdf";"https://www.orulo.com.br/buildings/71900"
"71934";"Next 360";"Enkan";"";"";"";"Professor Orlando Alves Chaves";"Em construção";"34.52";"171.73";"330000";"";"";"";"";"";"Aline Gomes";"(41) 99222-7832";"contato@enkan.com.br";"(41) 99222-7832";"4";"4";"36";"";"";"33";"10/03/2026";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"Next_360_Book_Book_next_360.pdf";"";"Next_360_Tabela_tabela_next_360_abril_2026.pdf";"https://www.orulo.com.br/buildings/71934"
"72166";"New Place Pinheirinho II";"Incorporare";"";"";"";"Padre Rafael José Kalinowski";"Em construção";"147";"284.1";"285977.63";"";"";"";"";"";"Mandryk";"(41) 99922-9956";"comercial@andraderibeiro.com.br";"(41) 99922-9956";"";"";"31";"";"";"21";"01/06/2025";"Aproveite momentos inesquecíveis sem sair de casa. No New Place Pinheirinho II, lazer e bem-estar fazem parte do seu cotidiano. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"New_Place_Pinheirinho_II_Tabela_tabela_new_place_pinheirinho_ii_abril_2026.pdf";"https://www.orulo.com.br/buildings/72166"
"72205";"Bliss Cuore - Fase 2";"Incorporare";"";"";"";"Major Theolindo Ferreira Ribas";"Em construção";"62.21";"75.14";"541450";"";"";"";"";"";"Mandryk";"(41) 99922-9956";"comercial@andraderibeiro.com.br";"(41) 99922-9956";"";"";"128";"";"";"59";"08/08/2025";"O coração sente. Morar no Hauer é estar perto de tudo, com o sossego que a cidade nem sempre oferece. No Bliss Cuore, cada espaço acolhe, inspira e respeita o seu tempo. Aqui, o bem-estar pulsa em cad";"";"1";"";"";"";"Bliss_Cuore_-_Fase_2_Tabela_tabela_bliss_cuore_-_fase_2_abril_2026.pdf";"https://www.orulo.com.br/buildings/72205"
"72207";"Fresta - Breve Lançamento";"Hype";"";"";"";"André de Barros";"Em construção";"23.86";"48.15";"0.1";"";"";"";"";"";"Rafaela Oliveira (suporte ao corretor)";"(41) 99905-0281";"rafaela.oliveira@sejahype.com.br";"(41) 99905-0281";"4";"";"766";"";"";"766";"15/04/2026";"15 de abril de 2026, às 18h, na Ópera de Arame, acontece o lançamento oficial do Fresta, um marco para a Hype e para o mercado imobiliário de Curitiba. Mais do que apresentar um novo empreendimento, e";"";"11";"";"";"";"";"https://www.orulo.com.br/buildings/72207"
"72208";"Sublime";"Bouw";"";"";"";"Francisco Rocha";"Em construção";"243";"849.69";"5400000";"";"";"";"";"";"Ana Ribas";"(41) 99514-0014";"comercial@construtorabouw.com.br";"(41) 99514-0014";"5";"";"16";"";"";"12";"15/08/2025";"No coração pulsante de Curitiba, onde o cinza da cidade dança com o verde da natureza, ergue-se o edifício Sublime — uma obra-prima arquitetônica que transcende o mero conceito de moradia para se torn";"";"3";"";"Sublime_Book_Book_sublime_2.pdf";"";"Sublime_Tabela_tabela_sublime_marco_2026.pdf";"https://www.orulo.com.br/buildings/72208"
"72362";"Natune";"Tuo Empreendimentos";"";"";"";"Aithon Marcel Pereira da Silva";"Em construção";"24";"59.6";"305583.31";"";"";"";"";"";"Paulo Gouveia";"(41) 98510-2042";"paulo.gouveia@tuoempreendimentos.com.br";"(41) 98510-2042";"4";"4";"221";"";"";"33";"01/05/2025";"Quer atualizar a descrição do Natune para: Ao lado de um bosque preservado de 5.340m², este empreendimento oferece o equilíbrio ideal entre modernidade e tranquilidade. Mais de 20 áreas comuns foram p";"";"2";"Natune_Apresentação_Apresentacao_natune.pdf";"";"";"Natune_Tabela_tabela_natune_abril_2026.pdf";"https://www.orulo.com.br/buildings/72362"
"72366";"AOI Tatemono";"RPLK";"";"";"";"Doutor Alexandre Gutierrez";"Em construção";"17.62";"42.84";"372499";"";"";"";"";"";"Vinicius Buzze";"(41) 98448-1436";"comercial@rplk.com.br";"(41) 98448-1436";"5";"5";"36";"";"";"6";"01/02/2024";"Studios modernos e compactos no bairro Água Verde, ideais para morar ou investir. Empreendimento com estrutura perfeita para Airbnb e alto potencial de valorização. Preço e disponibilidade do imóvel s";"";"1";"";"";"";"AOI_Tatemono_Tabela_tabela_aoi_tatemono_marco_2026.pdf";"https://www.orulo.com.br/buildings/72366"
"72484";"Maruã";"Proa Empreendimentos";"";"";"";"Brasílio Bacellar Filho";"Em construção";"19.98";"39.07";"203796";"";"";"";"";"";"JOSHUA BASTOS";"(41) 99813-7335";"contato@proaempreendimentos.com";"(41) 99813-7335";"5";"";"123";"";"";"63";"01/07/2025";"O Edifício Maruã é a materialização de um conceito inovador de moradia urbana que combina modernidade, conforto e praticidade. Localizado em uma das áreas com maior potencial de valorização da cidade,";"";"2";"";"Maru_Book_Book_marua.pdf";"";"Maru_Tabela_tabela_marua_marco_2026.pdf";"https://www.orulo.com.br/buildings/72484"
"72774";"Grein";"Construtora JL PR";"";"";"";"Coronel Amazonas Marcondes";"Em construção";"327.18";"390.01";"5400000";"";"";"";"";"";"William Fischer";"(45) 98803-7192";"william.fischer@construtorajl.com";"(45) 98803-7192";"";"";"16";"";"";"6";"01/12/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"Grein_Book_Book_grein.pdf";"";"Grein_Tabela_tabela_grein_marco_2026.pdf";"https://www.orulo.com.br/buildings/72774"
"72965";"Smart Living Portão - Breve Lançamento";"Marvi Incorporadora";"";"";"";"Álvaro Andrade";"Em construção";"17.72";"33.39";"0.1";"";"";"";"";"";"Márcio ";"(41) 99764-6674";"marviconstrutora@hotmail.com";"(41) 99764-6674";"4";"";"50";"";"";"50";"04/04/2026";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"";"";"";"";"";"https://www.orulo.com.br/buildings/72965"
"72974";"Aion";"Riskalla";"";"";"";"Francisco Rocha";"Em construção";"143.8";"286.3";"2473360";"";"";"";"";"";"Marcos Al Kass Issahak";"(41) 99608-8540";"marcosalkass@gmail.com";"(41) 99608-8540";"4";"";"18";"";"";"9";"18/09/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Aion_Tabela_tabela_aion_marco_2026.pdf";"https://www.orulo.com.br/buildings/72974"
"73019";"Core Silva Jardim";"Gadens";"";"";"";"Silva Jardim";"Em construção";"22.8";"25.65";"384961.37";"";"";"";"";"";"Rafael Zaninetti (Coordenador de Vendas)";"(41) 99968-1854";"rafael@gadens.com.br";"(41) 99968-1854";"4";"4";"241";"";"";"4";"03/09/2025";"No vibrante coração de Curitiba, o Core Silva Jardim se destaca como um empreendimento que redefine a conveniência urbana. Viva a poucos passos de tudo o que importa: a apenas 600 metros da icônica Pr";"";"6";"Core_Silva_Jardim_Apresentação_Apresentacao_core_silva_jardim_2.pdf";"";"";"Core_Silva_Jardim_Tabela_tabela_core_silva_jardim_abril_2026.pdf";"https://www.orulo.com.br/buildings/73019"
"73074";"Áurea";"GJR Empreendimentos";"";"";"";"Princesa Izabel";"Em construção";"236.16";"242.78";"2797296";"";"";"";"";"";"Rafael Guimarães Justos Silva";"(41) 99707-0182";"justosilva.adv@gmail.com";"(41) 99707-0182";"4";"4";"4";"";"";"4";"01/12/2024";"Projetado por Suna Arquitetos e interiores por Gabriela Casagrande, o condomínio ÁUREA está localizado na Alameda Princesa Izabel, via icônica da Cidade de Curitiba, a qual homenageia a princesa que s";"";"2";"urea_Apresentação_Apresentacao_aurea.pdf";"";"";"urea_Tabela_tabela_aurea_marco_2026.pdf";"https://www.orulo.com.br/buildings/73074"
"73076";"Hagen Residencial";"USC Fernandes";"";"";"";"Rodolpho Senff Júnior";"Em construção";"24.64";"72.64";"258720";"";"";"";"";"";"Gisele";"(41) 99102-4975";"";"(41) 99102-4975";"4";"";"54";"";"";"41";"01/09/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"Hagen_Residencial_Book_Book_hagen_residencial_2.pdf";"";"Hagen_Residencial_Tabela_tabela_hagen_residencial_marco_2026.pdf";"https://www.orulo.com.br/buildings/73076"
"73318";"Aya Amintas - Residencial";"Blue";"";"";"";"Amintas de Barros";"Em construção";"23.84";"29.74";"351398.63";"";"";"";"";"";"Kovalski";"(41) 99881-3525";"kovalski@blueempreendimentos.com.br";"(41) 99881-3525";"4";"";"489";"";"";"119";"10/09/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"11";"";"";"";"Aya_Amintas_-_Residencial_Tabela_tabela_aya_amintas_-_residencial_marco_2026.pdf";"https://www.orulo.com.br/buildings/73318"
"73319";"Aya Amintas - Lojas";"Blue";"";"";"";"Amintas de Barros";"Em construção";"125.81";"373.98";"1434457.24";"";"";"";"";"";"Kovalski";"(41) 99881-3525";"kovalski@blueempreendimentos.com.br";"(41) 99881-3525";"4";"";"2";"";"";"2";"10/09/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"6";"";"Aya_Amintas_-_Lojas_Book_Book_aya_amintas_-_lojas_3.pdf | Aya_Amintas_-_Lojas_Book_Book_aya_amintas_-_lojas_2.pdf";"";"Aya_Amintas_-_Lojas_Tabela_tabela_aya_amintas_-_lojas_marco_2026.pdf";"https://www.orulo.com.br/buildings/73319"
"73388";"O2 Concept Mercês";"O2 Incorporadora";"";"";"";"Padre Anchieta";"Em construção";"22.66";"35";"345224.69";"";"";"";"";"";"Angeline Bialski";"(41) 99700-3957";"angeline.bialski@gonzagarealizacoes.com.br";"(41) 99700-3957";"5";"";"56";"";"";"21";"21/07/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"7";"";"O2_Concept_Mercs_Book_Book_o2_concept_merces_2.pdf";"";"O2_Concept_Mercs_Tabela_tabela_o2_concept_merces_marco_2026.pdf";"https://www.orulo.com.br/buildings/73388"
"73775";"Travessa 60";"Hartmann Incorporações";"";"";"";"Travessa Bom Retiro";"Em construção";"109.83";"115.42";"799000";"";"";"";"";"";"Milton Hartmann";"(41) 99943-2662";"milton.hartmann@outlook.com";"(41) 99943-2662";"5";"";"5";"";"";"4";"01/09/2025";"Empreendimentos com excelência! Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"";"";"Travessa_60_Tabela_tabela_travessa_60_marco_2026.pdf";"https://www.orulo.com.br/buildings/73775"
"73776";"Piemonte Alberi";"Piemonte PR";"";"";"";"Bom Jesus";"Em construção";"151.62";"295.69";"2370697";"";"";"";"";"";"Rogério Rodrigues ";"(41) 9289-1282";"rogerio.rodrigues@piemonte.com.br";"(41) 9289-1282";"4";"";"75";"";"";"38";"07/08/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Piemonte_Alberi_Tabela_tabela_piemonte_alberi_marco_2026.pdf";"https://www.orulo.com.br/buildings/73776"
"73927";"Kobe";"TM3 Incorporadora PR";"";"";"";"Guaianazes";"Em construção";"34.66";"154.4";"440552.8";"";"";"";"";"";"Welder";"(41) 9877-0183";"welder@tm3incorporadora.com.br";"(41) 9877-0183";"4";"";"39";"";"";"17";"01/10/2025";"Empreendimento no bairro Vila Izabel com apartamentos modernos de 1 e 2 quartos, algumas opções com suíte, e metragens entre 34 e 78 m² em projeto inteligente que integra conforto, praticidade e quali";"";"2";"";"Kobe_Book_Book_kobe.pdf";"";"Kobe_Tabela_tabela_kobe_marco_2026.pdf";"https://www.orulo.com.br/buildings/73927"
"73987";"Vero";"Giacomazzi";"";"";"";"Eurípedes Garcez do Nascimento";"Em construção";"139";"417";"2500000";"";"";"";"";"";"Andrei Giacomazzi/Danusa Cocenço";"(41) 98845-5339";"falecom@giacomazzi.com.br";"(41) 98845-5339";"4";"";"19";"";"";"12";"01/08/2025";"Design que supera o tempo. Apartamentos design, com diferentes plantas para atender melhor o seu estilo de vida e elaboradas para valorizar a luz solar, a ventilação e a sua privacidade. Ambientes esp";"";"2";"";"";"Vero_Folder_Folder_vero.pdf";"Vero_Tabela_tabela_vero_marco_2026.pdf";"https://www.orulo.com.br/buildings/73987"
"74026";"Linea";"GT Building";"";"";"";"Professora Doracy Cezzarino";"Em construção";"62.64";"89.8";"1045900";"";"";"";"";"";"Leila Regina";"(41) 99186-1135";"leila.kuns@gtbuilding.com.br";"(41) 99186-1135";"4";"3";"230";"";"";"79";"01/10/2025";"Mais do que estar no Portão ou no Água Verde, estar em uma esquina da Avenida República Argentina é o verdadeiro diferencial. Esse eixo conecta o melhor de diferentes bairros, criando um ponto estraté";"";"2";"";"";"Linea_Folder_Folder_linea.pdf";"Linea_Tabela_tabela_linea_abril_2026.pdf";"https://www.orulo.com.br/buildings/74026"
"74064";"Origens Condomínio";"Elio Winter PR";"";"";"";"David Tows";"Em construção";"131.62";"523.61";"429607.68";"";"";"";"";"";"Alan Frank";"41 9221-9172";"plataforma@eliowinter.com.br";"41 9221-9172";"";"";"83";"";"";"34";"01/11/2025";"No Origens, sua família desfruta da tranquilidade de um condomínio fechado no Xaxim. ?O condomínio possui portaria com eclusa e monitoramento e a segurança é pensada para quem valoriza proteção e libe";"";"3";"";"Origens_Condomnio_Book_Book_origens_condominio.pdf";"";"Origens_Condomnio_Tabela_tabela_origens_condominio_marco_2026.pdf";"https://www.orulo.com.br/buildings/74064"
"74110";"Jobim 194";"GB Construções";"";"";"";"Professor Veríssimo Antônio de Souza";"Em construção";"87.58";"166.32";"1062680.59";"";"";"";"";"";"Luis Felipe";"(41) 99723-4034";"luisfelipe@gbconstrucoes.com.br";"(41) 99723-4034";"";"";"6";"";"";"3";"01/09/2025";"O Jobim 194 é mais que um endereço, é um refúgio urbano inspirado na essência da Bossa Nova. Cada linha, material e espaço foram concebidos para refletir a leveza, a sofisticação e o ritmo de um estil";"";"9";"";"Jobim_194_Book_Book_jobim_194.pdf";"";"Jobim_194_Tabela_tabela_jobim_194_marco_2026.pdf";"https://www.orulo.com.br/buildings/74110"
"74146";"Essence";"Make It";"";"";"";"Affife Mansur";"Em construção";"26.56";"77.49";"286856.87";"";"";"";"";"";"André Vilas Boas";"(41) 99660-6184";"andre@grupogadens.com.br";"(41) 99660-6184";"4";"";"256";"";"";"70";"01/09/2025";"Um empreendimento completo com todo o lazer e segurança que a sua família merece! Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"Essence_Apresentação_Apresentacao_essence.pdf";"";"";"Essence_Tabela_tabela_essence_marco_2026.pdf";"https://www.orulo.com.br/buildings/74146"
"74197";"Joá";"Laguna";"";"";"";"João Américo de Oliveira";"Em construção";"138.65";"348.3";"2566519";"";"";"";"";"";"Karen Bittencourt";"(41) 99840-3137";"";"(41) 99840-3137";"4";"";"32";"";"";"22";"01/11/2025";"Existem lugares que nos abraçam. Que nos fazem sentir que já pertencemos, mesmo antes de chegarmos. A Rua João Américo é assim. Pequena, charmosa, feita de encontros. E é nela que nasce o JOÁ. Um imóv";"";"3";"Jo_Apresentação_Apresentacao_joa.pdf";"";"";"Jo_Tabela_tabela_joa_marco_2026.pdf";"https://www.orulo.com.br/buildings/74197"
"74356";"Platea 19";"108 Incorporações";"";"";"";"Paula Gomes";"Em construção";"22.93";"52.27";"342267.86";"";"";"";"";"";"Rodrigo Reichdal";"(41) 99207-3926";"administrativo@108incorporacoes.com.br";"(41) 99207-3926";"";"";"112";"";"";"24";"01/04/2025";"A paz em seu cotidiano. Aproveite o privilégio de morar em um local único, onde o verde e a cidade convivem em perfeita sintonia! O seu novo imóvel no coração de Curitiba. Preço e disponibilidade do i";"";"2";"Platea_19_Apresentação_Apresentacao_platea_19.pdf";"";"";"Platea_19_Tabela_tabela_platea_19_marco_2026.pdf";"https://www.orulo.com.br/buildings/74356"
"74409";"Curí 1615";"Zelta";"";"";"";"Conselheiro Carrão";"Em construção";"33.18";"148";"477194.76";"";"";"";"";"";"Felipe F. Stival";"(41) 99915-8142";"felipe.stival@apolarrealestate.com";"(41) 99915-8142";"4";"";"41";"";"";"25";"01/06/2024";"CURÍ 1615 é a hora de mudar. Venha para um espaço moderno e com tradição. Um espaço para morar, trabalhar, investir. Descubra a incomparável sensação de viver em um imóvel único localizado entre os ba";"";"3";"Cur_1615_Apresentação_Apresentacao_curi_1615.pdf";"";"";"Cur_1615_Tabela_tabela_curi_1615_marco_2026.pdf";"https://www.orulo.com.br/buildings/74409"
"74410";"Plaenge Design by Pininfarina - Breve Lançamento";"Plaenge PR";"";"";"";"Professor Pedro Viriato Parigot de Souza";"Em construção";"273";"527";"0.1";"";"";"";"";"";"Vandrei Tesser";"(41) 9619-9752";"";"(41) 9619-9752";"";"";"";"";"";"1";"01/12/2025";"O encontro do luxo com o design. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"";"";"";"";"";"https://www.orulo.com.br/buildings/74410"
"74549";"Mirari";"Porto Camargo";"";"";"";"Alberto Folloni";"Em construção";"93.83";"269.08";"1512880";"";"";"";"";"";"Nicole Oliveira";"(41) 99957-1040";"suportecomercial1@portocamargo.com.br";"(41) 99957-1040";"4";"";"18";"";"";"12";"15/11/2025";"No Mirari, a arquitetura acompanha o tempo e a vida se revela em diferentes ritmos. A luz muda, mas a beleza permanece, sempre envolta pela beleza do horizonte. Preço e disponibilidade do imóvel sujei";"";"4";"";"Mirari_Book_Book_mirari_2.pdf";"";"Mirari_Tabela_tabela_mirari_marco_2026.pdf";"https://www.orulo.com.br/buildings/74549"
"74586";"Chronos";"Grupo Hestia";"";"";"";"Delphim Moreira";"Em construção";"75.31";"146.04";"1381435.9";"";"";"";"";"";"Iwerson Cordeiro ";"(41) 98535-1760 ";"iwerson.cordeiro@grupohestia.com.br";"(41) 98535-1760 ";"4";"4";"76";"";"";"49";"01/12/2023";"Com 3 plantas diferentes e flexíveis, o Chronos Residencial é perfeito para quem busca um apartamento bem localizado e próximo a diversas amenidades. Preço e disponibilidade do imóvel sujeitos a alter";"";"3";"Chronos_Apresentação_Apresentacao_chronos_2.pdf";"";"";"Chronos_Tabela_tabela_chronos_marco_2026.pdf";"https://www.orulo.com.br/buildings/74586"
"74615";"Tramontto";"Calure";"";"";"";"Calixto de Jesus";"Em construção";"56.09";"126.92";"471156";"";"";"";"";"";"Lucas Limberg";"(41) 99846-0177";"lucas@calure.com.br";"(41) 99846-0177";"4";"4";"37";"";"";"27";"05/11/2025";"Na Itália, Tramontto significa pôr do sol. O instante em que o dia se despede com beleza e a vida convida ao recomeço. Inspirado nesse momento, o Tramontto nasce no coração do Tingui como um lar pensa";"";"3";"Tramontto_Apresentação_Apresentacao_tramontto_2.pdf";"";"";"Tramontto_Tabela_tabela_tramontto_marco_2026.pdf";"https://www.orulo.com.br/buildings/74615"
"74616";"Aveon";"Calure";"";"";"";"XV de Novembro";"Em construção";"38.31";"52.31";"351729";"";"";"";"";"";"Lucas Limberg";"(41) 99846-0177";"lucas@calure.com.br";"(41) 99846-0177";"4";"4";"17";"";"";"3";"01/06/2024";"Apartamentos exclusivos com 1 quarto. Garden ou Cobertura Duplex. Dormitório, sala e cozinha integrados, banheiro, área externa e garagem. 52 a 72m² privativos para você viver com conforto, estilo e p";"";"3";"Aveon_Apresentação_Apresentacao_aveon.pdf";"";"";"Aveon_Tabela_tabela_aveon_marco_2026.pdf";"https://www.orulo.com.br/buildings/74616"
"74781";"Helic";"Pacific";"";"";"";"Sete de Setembro 6728";"Em construção";"156.24";"406.8";"3000000";"";"";"";"";"";"Comercial Pacific";"(41) 99119-4090";"";"(41) 99119-4090";"";"";"24";"";"";"17";"01/07/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"Helic_Apresentação_Apresentacao_helic.pdf";"";"";"Helic_Tabela_tabela_helic_marco_2026.pdf";"https://www.orulo.com.br/buildings/74781"
